"year.index","mean","sd","X2.5.","X97.5.","Rhat","n.eff","year","Source","se","Region"
1,0.287781635620307,0.0655570847065811,0.173004288989998,0.428520925978972,1.0022253362559,1300,2003,"MM.p.w",NA,"Eastern Africa"
2,0.345495544693408,0.0664106911221618,0.22536028592899,0.481823847873503,1.0019842175103,1500,2004,"MM.p.w",NA,"Eastern Africa"
3,0.424212537401712,0.0693159930925839,0.296178897533087,0.562817059652376,1.0009529103293,4500,2005,"MM.p.w",NA,"Eastern Africa"
4,0.602249765285935,0.0439001003107718,0.511303981826915,0.684792915977655,1.00354249581566,700,2006,"MM.p.w",NA,"Eastern Africa"
5,0.457480589262491,0.0478357670737346,0.368650297493604,0.554506370487457,1.00104263971865,4500,2007,"MM.p.w",NA,"Eastern Africa"
6,0.540766416515832,0.0490560195247347,0.447613356539789,0.633823951548443,1.0007614480287,4500,2008,"MM.p.w",NA,"Eastern Africa"
7,0.417179197786415,0.0529524875082209,0.320130260827331,0.526744372078865,1.00155196012447,2300,2009,"MM.p.w",NA,"Eastern Africa"
8,0.5849840468247,0.0323248392924651,0.520569526667235,0.647020623573882,1.00111706787209,4400,2010,"MM.p.w",NA,"Eastern Africa"
9,0.742440449190359,0.0199280361252541,0.701549532687607,0.779117625311516,1.00305280286997,840,2011,"MM.p.w",NA,"Eastern Africa"
10,0.618030209299005,0.0204684339803653,0.576813458940991,0.658133197073247,1.00480210860037,490,2012,"MM.p.w",NA,"Eastern Africa"
11,0.681078491974926,0.0217739425026951,0.63620766811199,0.721617535508929,1.00686275128296,320,2013,"MM.p.w",NA,"Eastern Africa"
12,0.612624802247814,0.0261331946234415,0.559976104565932,0.661255151330164,1.00070230396571,4500,2014,"MM.p.w",NA,"Eastern Africa"
13,0.590656828111758,0.0235226168961826,0.543209110824336,0.635781820255612,1.00321874448453,790,2015,"MM.p.w",NA,"Eastern Africa"
14,0.403483775141985,0.0292064973085271,0.347769101790582,0.460381482342553,1.00104030350933,4500,2016,"MM.p.w",NA,"Eastern Africa"
15,0.316338030426815,0.030776486780075,0.256324314006368,0.376536892186253,1.00115295548395,4100,2017,"MM.p.w",NA,"Eastern Africa"
16,0.377523312077118,0.0329848578484033,0.312287107406298,0.443339998463837,1.00093540414117,4500,2018,"MM.p.w",NA,"Eastern Africa"
17,0.258186598049575,0.0309569345594323,0.200358017610534,0.31936690024445,1.0018868000108,1600,2019,"MM.p.w",NA,"Eastern Africa"
1,0.274933831543962,0.0548843422740432,0.161371523678012,0.378260659510462,1.00099091078921,4500,2003,"MM.p.w",NA,"Southern Africa"
2,0.270948830968525,0.0516146580508782,0.162626378507916,0.364408271682823,1.00170795826704,1900,2004,"MM.p.w",NA,"Southern Africa"
3,0.418551285184847,0.0509738727038361,0.310981359102328,0.511243467299006,1.00346934135343,990,2005,"MM.p.w",NA,"Southern Africa"
4,0.259005790850456,0.0517139160185758,0.152097249320581,0.352796393438814,1.00083659579162,4500,2006,"MM.p.w",NA,"Southern Africa"
5,0.289848370343392,0.0398007520965387,0.214919724828607,0.367898537027042,1.0010283937618,4500,2007,"MM.p.w",NA,"Southern Africa"
6,0.294958234872369,0.0393979552459222,0.220109509411203,0.373732676291496,1.00202352112902,1500,2008,"MM.p.w",NA,"Southern Africa"
7,0.31168546684663,0.0357440634555726,0.243090114517367,0.379989838340923,1.00441920885492,540,2009,"MM.p.w",NA,"Southern Africa"
8,0.400217601718799,0.0395935267667055,0.321939337350435,0.476918779713274,1.00364481094367,670,2010,"MM.p.w",NA,"Southern Africa"
9,0.493465647808026,0.0374255998845804,0.417857757464254,0.564160751500017,1.00185775400661,1700,2011,"MM.p.w",NA,"Southern Africa"
10,0.388763252655826,0.032543197673686,0.321092128270271,0.448557427956323,1.00399792451091,600,2012,"MM.p.w",NA,"Southern Africa"
11,0.317677603347514,0.0319769789874742,0.254494610278067,0.378746611774902,1.0008299477346,4500,2013,"MM.p.w",NA,"Southern Africa"
12,0.35094881347876,0.037630685754515,0.270219122707381,0.418875248617257,1.00091517242154,4500,2014,"MM.p.w",NA,"Southern Africa"
13,0.393897658056628,0.0306128917018905,0.330830728535909,0.450052729537834,1.00347347732024,710,2015,"MM.p.w",NA,"Southern Africa"
14,0.349853887666504,0.0283001968085548,0.290620659153289,0.40077551119311,1.00084625480392,4500,2016,"MM.p.w",NA,"Southern Africa"
15,0.398960303913289,0.0310853398688992,0.33730907119557,0.45766425237461,1.00071615211502,4500,2017,"MM.p.w",NA,"Southern Africa"
16,0.362935756716413,0.0199129180447357,0.323181771879477,0.401051047424642,1.00119532668853,3800,2018,"MM.p.w",NA,"Southern Africa"
17,0.209997267648767,0.0196423981705734,0.172232676424914,0.248540806483609,1.00457744438891,510,2019,"MM.p.w",NA,"Southern Africa"
1,0.419703609260649,0.110988540276117,0.216260872359084,0.642976059018759,1.00244134444568,1100,2003,"MM.p.w",NA,"West Africa"
2,0.390326528314386,0.0919697083589951,0.227876088674212,0.576736705701003,1.00353334139253,700,2004,"MM.p.w",NA,"West Africa"
3,0.326736796950035,0.119141517046307,0.131390039904843,0.575971719653278,1.00071699624647,4500,2005,"MM.p.w",NA,"West Africa"
4,0.345217119933913,0.191882943977422,0.0583425853818596,0.760128498910097,1.00120347896577,3700,2006,"MM.p.w",NA,"West Africa"
5,0.619300392771351,0.16079644106494,0.29294482381769,0.88359296742412,1.00087968026624,4500,2007,"MM.p.w",NA,"West Africa"
6,0.733002464654062,0.0960932644917366,0.529437868805996,0.907407575711725,1.00125363184519,3400,2008,"MM.p.w",NA,"West Africa"
7,0.818896594571035,0.0584658114246273,0.687328689953875,0.912411736127896,1.00245288775638,1100,2009,"MM.p.w",NA,"West Africa"
8,0.321910997342265,0.101048753775059,0.145184987652516,0.52826848425457,1.00274019545142,970,2010,"MM.p.w",NA,"West Africa"
9,0.708224303960643,0.0707858456552443,0.561037472266841,0.837095179588025,1.00133809679068,3000,2011,"MM.p.w",NA,"West Africa"
10,0.837182274964747,0.0589905628199724,0.70381614232632,0.93084650901976,1.00249324930845,1100,2012,"MM.p.w",NA,"West Africa"
11,0.72693774623973,0.0977056964639846,0.486278218684427,0.866392873047346,1.00109921387497,4500,2013,"MM.p.w",NA,"West Africa"
12,0.826514235396743,0.0507023481256015,0.717656794006258,0.912300362229918,1.00086607178339,4500,2014,"MM.p.w",NA,"West Africa"
13,0.67661541672114,0.0859884864898128,0.499954566027777,0.812957738515775,1.00567841538608,400,2015,"MM.p.w",NA,"West Africa"
14,0.857250878568516,0.0637571404113835,0.69661385353093,0.94089847354291,1.0033752989821,740,2016,"MM.p.w",NA,"West Africa"
15,0.751521155358847,0.0746558573701013,0.574287189172715,0.872032775967679,1.00081959893307,4500,2017,"MM.p.w",NA,"West Africa"
16,0.561110491123738,0.0936542182283592,0.379201467377306,0.716765620384159,1.00162047439855,2100,2018,"MM.p.w",NA,"West Africa"
17,0.373024025572231,0.0621092028822709,0.256040923438983,0.495844129929944,1.00124695903321,3400,2019,"MM.p.w",NA,"West Africa"
1,0.59716467,NA,0.43848531028,0.75584402972,NA,NA,2003,"LSMeans",0.080958857,"Central Africa"
1,0.216141028,NA,0.08625606356,0.34602599244,NA,NA,2003,"LSMeans",0.066267839,"Eastern Africa"
1,0.365508603,NA,0.19621371276,0.53480349324,NA,NA,2003,"LSMeans",0.086374944,"Southern Africa"
1,0.42274456,NA,0.12462043384,0.72086868616,NA,NA,2003,"LSMeans",0.152104146,"West Africa"
2,0.588781973,NA,0.45381791944,0.72374602656,NA,NA,2004,"LSMeans",0.068859211,"Central Africa"
2,0.367809815,NA,0.22439115444,0.51122847556,NA,NA,2004,"LSMeans",0.073172786,"Eastern Africa"
2,0.38361681,NA,0.2421028206,0.5251307994,NA,NA,2004,"LSMeans",0.072201015,"Southern Africa"
2,0.484497064,NA,0.24746110848,0.72153301952,NA,NA,2004,"LSMeans",0.120936712,"West Africa"
3,0.371968623,NA,0.21186035076,0.53207689524,NA,NA,2005,"LSMeans",0.081687894,"Central Africa"
3,0.305433955,NA,0.17528401816,0.43558389184,NA,NA,2005,"LSMeans",0.066403029,"Eastern Africa"
3,0.499743875,NA,0.33029912904,0.66918862096,NA,NA,2005,"LSMeans",0.086451401,"Southern Africa"
3,0.39068461,NA,0.05226984576,0.72909937424,NA,NA,2005,"LSMeans",0.172660594,"West Africa"
4,0.234311977,NA,0.06206264352,0.40656131048,NA,NA,2006,"LSMeans",0.087882313,"Central Africa"
4,0.390225915,NA,0.26035595436,0.52009587564,NA,NA,2006,"LSMeans",0.066260184,"Eastern Africa"
4,0.364843268,NA,0.22100296636,0.50868356964,NA,NA,2006,"LSMeans",0.073387909,"Southern Africa"
4,0.321472995,NA,-0.2392147284,0.8821607184,NA,NA,2006,"LSMeans",0.286065165,"West Africa"
5,0.866115048,NA,0.52237569288,1.20985440312,NA,NA,2007,"LSMeans",0.175377222,"West Africa"
5,0.625196394,NA,0.45830729988,0.79208548812,NA,NA,2007,"LSMeans",0.085147497,"Central Africa"
5,0.328415706,NA,0.19781692916,0.45901448284,NA,NA,2007,"LSMeans",0.066632029,"Eastern Africa"
5,0.430346547,NA,0.28232185312,0.57837124088,NA,NA,2007,"LSMeans",0.075522803,"Southern Africa"
6,0.677331383,NA,0.51697816956,0.83768459644,NA,NA,2008,"LSMeans",0.081812864,"Central Africa"
6,0.413877876,NA,0.2965309708,0.5312247812,NA,NA,2008,"LSMeans",0.05987087,"Eastern Africa"
6,0.384301173,NA,0.2429336152,0.5256687308,NA,NA,2008,"LSMeans",0.072126305,"Southern Africa"
6,0.829513617,NA,0.58625644116,1.07277079284,NA,NA,2008,"LSMeans",0.124110804,"West Africa"
7,0.634853097,NA,0.41363856136,0.85606763264,NA,NA,2009,"LSMeans",0.112864559,"Central Africa"
7,0.240937158,NA,0.13640350584,0.34547081016,NA,NA,2009,"LSMeans",0.053333496,"Eastern Africa"
7,0.487423101,NA,0.362472513,0.612373689,NA,NA,2009,"LSMeans",0.0637503,"Southern Africa"
7,0.830618451,NA,0.62872973292,1.03250716908,NA,NA,2009,"LSMeans",0.103004448,"West Africa"
8,0.719783525,NA,0.52736401184,0.91220303816,NA,NA,2010,"LSMeans",0.098173221,"Central Africa"
8,0.477395202,NA,0.36666731088,0.58812309312,NA,NA,2010,"LSMeans",0.056493822,"Eastern Africa"
8,0.429290714,NA,0.2984969936,0.5600844344,NA,NA,2010,"LSMeans",0.06673149,"Southern Africa"
8,0.184682924,NA,-0.01985303672,0.38921888472,NA,NA,2010,"LSMeans",0.104355082,"West Africa"
9,0.550267389,NA,0.42338357656,0.67715120144,NA,NA,2011,"LSMeans",0.064736639,"Southern Africa"
9,0.69233078,NA,0.46990609724,0.91475546276,NA,NA,2011,"LSMeans",0.113481981,"West Africa"
9,0.869609416,NA,0.7154708412,1.0237479908,NA,NA,2011,"LSMeans",0.07864213,"Central Africa"
9,0.611405096,NA,0.50892877156,0.71388142044,NA,NA,2011,"LSMeans",0.052283839,"Eastern Africa"
10,0.840899543,NA,0.66164147296,1.02015761304,NA,NA,2012,"LSMeans",0.091458199,"Central Africa"
10,0.547435362,NA,0.44737415348,0.64749657052,NA,NA,2012,"LSMeans",0.051051637,"Eastern Africa"
10,0.445919366,NA,0.36278862572,0.52905010628,NA,NA,2012,"LSMeans",0.042413643,"Southern Africa"
10,0.877464937,NA,0.67690488528,1.07802498872,NA,NA,2012,"LSMeans",0.102326557,"West Africa"
11,0.752539489,NA,0.54389224796,0.96118673004,NA,NA,2013,"LSMeans",0.106452674,"Central Africa"
11,0.532659433,NA,0.42861880708,0.63670005892,NA,NA,2013,"LSMeans",0.053081952,"Eastern Africa"
11,0.398615027,NA,0.29969937772,0.49753067628,NA,NA,2013,"LSMeans",0.050467168,"Southern Africa"
11,0.666084563,NA,0.45347863744,0.87869048856,NA,NA,2013,"LSMeans",0.108472411,"West Africa"
12,0.801292198,NA,0.635830223,0.966754173,NA,NA,2014,"LSMeans",0.084419375,"Central Africa"
12,0.472533877,NA,0.35588519436,0.58918255964,NA,NA,2014,"LSMeans",0.059514634,"Eastern Africa"
12,0.426982826,NA,0.3426541396,0.5113115124,NA,NA,2014,"LSMeans",0.04302484,"Southern Africa"
12,0.903135681,NA,0.72829406132,1.07797730068,NA,NA,2014,"LSMeans",0.089204908,"West Africa"
13,0.434271188,NA,0.31931074156,0.54923163444,NA,NA,2015,"LSMeans",0.058653289,"Eastern Africa"
13,0.439326159,NA,0.34984924644,0.52880307156,NA,NA,2015,"LSMeans",0.045651486,"Southern Africa"
13,0.917077767,NA,0.76530541396,1.06885012004,NA,NA,2015,"LSMeans",0.077434874,"West Africa"
13,0.772389802,NA,0.59789452804,0.94688507596,NA,NA,2015,"LSMeans",0.089028201,"Central Africa"
14,0.78308753,NA,0.61979842276,0.94637663724,NA,NA,2016,"LSMeans",0.083310769,"Central Africa"
14,0.304615295,NA,0.186842472,0.422388118,NA,NA,2016,"LSMeans",0.060088175,"Eastern Africa"
14,0.425013908,NA,0.33789958532,0.51212823068,NA,NA,2016,"LSMeans",0.044446083,"Southern Africa"
14,0.932758287,NA,0.7500193138,1.1154972602,NA,NA,2016,"LSMeans",0.09323417,"West Africa"
15,0.704916621,NA,0.53091813452,0.87891510748,NA,NA,2017,"LSMeans",0.088774738,"Central Africa"
15,0.212355676,NA,0.10668433792,0.31802701408,NA,NA,2017,"LSMeans",0.053913948,"Eastern Africa"
15,0.516283821,NA,0.43246528536,0.60010235664,NA,NA,2017,"LSMeans",0.042764559,"Southern Africa"
15,0.769762976,NA,0.54300429812,0.99652165388,NA,NA,2017,"LSMeans",0.115693203,"West Africa"
16,0.811469064,NA,0.61363475096,1.00930337704,NA,NA,2018,"LSMeans",0.100935874,"Central Africa"
16,0.299178326,NA,0.18729860364,0.41105804836,NA,NA,2018,"LSMeans",0.057081491,"Eastern Africa"
16,0.524268786,NA,0.43104096264,0.61749660936,NA,NA,2018,"LSMeans",0.047565216,"Southern Africa"
16,0.464682081,NA,0.26063709244,0.66872706956,NA,NA,2018,"LSMeans",0.104104586,"West Africa"
17,0.757042955,NA,0.53113017,0.98295574,NA,NA,2019,"LSMeans",0.115261625,"Central Africa"
17,0.225354945,NA,0.10956545972,0.34114443028,NA,NA,2019,"LSMeans",0.059076268,"Eastern Africa"
17,0.343206943,NA,0.24822955112,0.43818433488,NA,NA,2019,"LSMeans",0.048457853,"Southern Africa"
17,0.334303262,NA,0.0943824158,0.5742241082,NA,NA,2019,"LSMeans",0.122408595,"West Africa"
